show_id,show_type_id,title,country,date_added,release_year,rating,description,duration_minutes,duration_seasons
1252,1,Dances with Wolves,"United States, United Kingdom","March 1, 2021",1990,PG-13,"On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats.",181.0,
1253,1,How to Be Really Bad,Germany,"March 1, 2021",2018,TV-14,"The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth.",100.0,
1254,1,LEGO Marvel Spider-Man: Vexed by Venom,United States,"March 1, 2021",2019,TV-Y,"When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them.",22.0,
1255,1,Rain Man,United States,"March 1, 2021",1988,R,"Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother.",134.0,
1256,1,Seven Souls in the Skull Castle 2011,,"March 1, 2021",2011,TV-14,"In this cinematic distillation of the electrifying stage performance, seven spirited souls take on the dark threat growing in shadowy Skull Castle.",177.0,
1257,1,Tenacious D in The Pick of Destiny,"United States, Germany","March 1, 2021",2006,R,"Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D.",94.0,
1258,2,TIGER & BUNNY,Japan,"February 28, 2021",2011,TV-14,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",,
1259,1,Bigfoot Family,"Belgium, France","February 26, 2021",2021,TV-Y7,"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve.",88.0,
1260,1,Captain Fantastic,United States,"February 26, 2021",2016,R,"A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society.",119.0,
1261,1,Crazy About Her,Spain,"February 26, 2021",2021,TV-MA,"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides.",107.0,
1262,1,Fuga,"Argentina, Chile","February 26, 2021",2006,TV-MA,"A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma.",112.0,
1263,1,Ginny & Georgia - The Afterparty,,"February 26, 2021",2021,TV-MA,"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school.",35.0,
1264,1,No Escape,"United States, Thailand","February 26, 2021",2015,R,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives.",103.0,
1265,1,Our Idiot Brother,United States,"February 26, 2021",2011,R,A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.,90.0,
1266,1,The Girl on the Train,India,"February 26, 2021",2021,TV-MA,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.,120.0,
1267,1,Tony Manero,"Chile, Brazil","February 26, 2021",2008,TV-MA,"Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever.""",97.0,
1268,1,Who Am I,Germany,"February 26, 2021",2014,TV-MA,"After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator.",102.0,
1269,2,El final del paraíso,"United States, Colombia","February 25, 2021",2019,TV-MA,"In Colombia, the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network.",,
1270,1,Geez & Ann,Indonesia,"February 25, 2021",2021,TV-PG,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles.",106.0,
1271,2,Sin senos sí hay paraíso,"United States, Colombia","February 25, 2021",2018,TV-MA,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",,3.0
1272,2,The Last Bastion,,"February 25, 2021",2018,TV-MA,"The Robles family, born and raised in the Americas, experiences the highs and lows of the revolutionary drive to Peru's independence.",,
1273,2,Age of Samurai: Battle for Japan,United States,"February 24, 2021",2021,TV-MA,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,,
1274,1,"Blue, Painful, Fragile",Japan,"February 24, 2021",2020,TV-14,"Kaede and Hisano form a club to change the world. When Hisano vanishes, Kaede throws himself into bringing the club back to its idealistic roots.",119.0,
1275,2,Canine Intervention,United States,"February 24, 2021",2021,TV-PG,"No dog, no breed, no behavior is unfixable for Cali K9's Jas Leverette. Follow the Oakland dog trainer as he works with a range of canines and owners.",,
1276,2,Ginny & Georgia,United States,"February 24, 2021",2021,TV-14,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy.",,
1277,1,M8 - When Death Rescues Life,,"February 24, 2021",2019,TV-MA,"When Maurício becomes a student at a top medical school, he becomes obsessed with a mystery linked to the dead bodies used for dissection.",84.0,
1278,2,Two Sentence Horror Stories,United States,"February 24, 2021",2021,TV-14,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,,2.0
1279,1,Brian Regan: On the Rocks,United States,"February 23, 2021",2021,TV-G,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins.",58.0,
1280,1,Made You Look: A True Story About Fake Art,Canada,"February 23, 2021",2020,TV-14,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con.",90.0,
1281,1,Pelé,United Kingdom,"February 23, 2021",2021,TV-14,"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé’s extraordinary path from breakthrough talent to national hero.",109.0,
1282,1,Red,India,"February 23, 2021",2021,TV-14,"A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky.",143.0,
1283,2,Zindagi in Short,India,"February 22, 2021",2020,TV-MA,"Complicated marriages, digital romances, domestic dilemmas and schoolyard bullies get the spotlight in these seven, slice-of-life short films.",,
1284,1,The Conjuring,United States,"February 21, 2021",2013,R,"When a family starts experiencing supernatural terrors after moving into a Rhode Island farmhouse, they seek the help of a pair of noted demonologists.",112.0,
1285,1,The Conjuring 2,"Canada, United States, United Kingdom","February 21, 2021",2016,R,"After her daughter unwittingly releases a malevolent spirit in their house in London, a woman enlists the Warrens' help to confront the evil presence.",134.0,
1286,2,Vincenzo,South Korea,"February 21, 2021",2021,TV-14,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.",,
1287,1,Classmates Minus,Taiwan,"February 20, 2021",2020,TV-MA,"Four school buddies — a director, a temp worker, an insurance salesman and a paper craftsman — grapple with unfulfilled dreams amid middle age ennui.",123.0,
1288,1,Fate: The Winx Saga - The Afterparty,United Kingdom,"February 20, 2021",2021,TV-14,"Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers.",36.0,
1289,1,Operation Finale,United States,"February 20, 2021",2018,PG-13,"In 1960, Israeli spies undertake a daring mission to capture notorious Nazi war criminal Adolf Eichmann and bring him to justice. Based on real events.",123.0,
1290,1,Wave of Cinema: Surat dari Timur,,"February 20, 2021",2020,TV-G,"Featuring a mix of film footage and special performances, this virtual concert honors the memory and music of revered Indonesian singer Glenn Fredly.",58.0,
1291,1,I Care a Lot,"United Kingdom, United States","February 19, 2021",2021,R,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,118.0,
1292,1,Love,India,"February 19, 2021",2020,TV-14,The troubling inner workings of a toxic marriage reveal themselves in surprising ways after one of the couple’s feuds spins out of control.,91.0,
1293,1,Perú: Tesoro escondido,Uruguay,"February 19, 2021",2017,TV-PG,"It's a country steeped in cultural traditions that stretch back more than 1,000 years. But Peru is also a land of surprising natural riches.",76.0,
1294,2,Pitta Kathalu,India,"February 19, 2021",2021,TV-MA,"From secrets and lies to jealousy and control, four stories in this anthology film explore the darker, deceptive sides of love.",,
1295,2,Tribes of Europa,Germany,"February 19, 2021",2021,TV-MA,"In post-apocalyptic Europe, amid wars among microstates, three siblings fight for survival as a greater threat looms over the continent.",,
1296,1,Eeb Allay Ooo!,India,"February 18, 2021",2019,TV-MA,"Hired as a monkey repeller upon moving to Delhi, a young man struggles to find his footing in his unenviable job and his place in the unforgiving world.",97.0,
1297,2,"Hello, Me!",South Korea,"February 18, 2021",2021,TV-14,"Miserable and unsuccessful, a woman thinks she's lost all her spark — until one day, her spunky younger self appears in front of her demanding change.",,
1298,1,No Escape Room,United States,"February 18, 2021",2018,TV-14,A lighthearted bonding opportunity takes a dark and decidedly dangerous turn when a father and daughter try out an escape room in a small town.,85.0,
1299,2,Sisyphus,South Korea,"February 18, 2021",2021,TV-14,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,,
1300,2,Thus Spoke Kishibe Rohan,,"February 18, 2021",2021,TV-MA,"A popular manga creator becomes enmeshed in paranormal events while conducting research: Stand User Kishibe Rohan visits Italy, goes bankrupt and more.",,
1301,2,Amend: The Fight for America,United States,"February 17, 2021",2021,TV-MA,"Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment.",,
1302,2,Behind Her Eyes,United Kingdom,"February 17, 2021",2021,TV-MA,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,
1303,2,MeatEater,United States,"February 17, 2021",2021,TV-14,Steven Rinella scrounges in some of America's wildest terrains in this unscripted series showing him on the hunt for wild animals from ducks to deer.,,4.0
